Q,I,K,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
100,20,6,0.99500,73,1.00000,1.00000,1.00000,1.00000,58.27796s,49,0.94505,0.95522,0.96970,0.96241,35.92294s,61,0.83117,0.80460,0.76087,0.78212,91.25673s
100,20,9,0.97500,59,0.98795,1.00000,0.94737,0.97297,98.86500s,21,0.87912,0.87671,0.96970,0.92086,71.05102s,38,0.83117,0.83544,0.71739,0.77193,150.31015s
100,20,9,0.98500,61,0.98795,1.00000,0.94737,0.97297,98.87328s,43,0.93407,0.92857,0.98485,0.95588,72.84157s,50,0.83550,0.80682,0.77174,0.78889,149.83344s
100,20,9,0.99500,73,1.00000,1.00000,1.00000,1.00000,100.23243s,49,0.94505,0.95522,0.96970,0.96241,72.74387s,61,0.83117,0.80460,0.76087,0.78212,165.48613s
100,20,12,0.97500,61,0.98795,1.00000,0.94737,0.97297,160.33554s,21,0.87912,0.87671,0.96970,0.92086,125.75761s,38,0.83117,0.83544,0.71739,0.77193,254.19840s
100,20,12,0.98500,61,0.98795,1.00000,0.94737,0.97297,161.50877s,43,0.93407,0.92857,0.98485,0.95588,126.89030s,51,0.83550,0.80682,0.77174,0.78889,268.88685s
100,20,12,0.99500,74,1.00000,1.00000,1.00000,1.00000,162.51909s,49,0.93407,0.92857,0.98485,0.95588,125.11832s,61,0.83117,0.80460,0.76087,0.78212,270.34376s
100,20,15,0.97500,61,0.98795,1.00000,0.94737,0.97297,237.27831s,20,0.87912,0.87671,0.96970,0.92086,196.11349s,39,0.82684,0.83333,0.70652,0.76471,389.46046s
100,20,15,0.98500,61,0.98795,1.00000,0.94737,0.97297,240.67225s,44,0.94505,0.95522,0.96970,0.96241,196.07578s,50,0.83550,0.80682,0.77174,0.78889,392.63042s
100,20,15,0.99500,74,1.00000,1.00000,1.00000,1.00000,243.00370s,48,0.93407,0.92857,0.98485,0.95588,194.64714s,61,0.83117,0.80460,0.76087,0.78212,409.29088s
100,20,18,0.97500,61,0.98795,1.00000,0.94737,0.97297,339.89565s,21,0.87912,0.87671,0.96970,0.92086,288.13848s,51,0.83983,0.85714,0.71739,0.78107,572.91441s
100,20,18,0.98500,61,0.98795,1.00000,0.94737,0.97297,337.72457s,45,0.93407,0.92857,0.98485,0.95588,278.51591s,52,0.84848,0.82022,0.79348,0.80663,569.54386s
100,20,18,0.99500,74,1.00000,1.00000,1.00000,1.00000,342.57468s,48,0.93407,0.92857,0.98485,0.95588,279.76666s,62,0.83983,0.82353,0.76087,0.79096,574.90965s
150,10,3,0.97500,63,1.00000,1.00000,1.00000,1.00000,28.42463s,27,0.90110,0.90141,0.96970,0.93431,7.69428s,39,0.82684,0.81707,0.72826,0.77011,29.56230s
150,10,3,0.98500,68,1.00000,1.00000,1.00000,1.00000,31.15066s,41,0.93407,0.92857,0.98485,0.95588,12.45150s,62,0.83117,0.81176,0.75000,0.77966,46.74982s
150,10,3,0.99500,76,1.00000,1.00000,1.00000,1.00000,31.14532s,54,0.93407,0.94118,0.96970,0.95522,26.53975s,73,0.83117,0.81928,0.73913,0.77714,50.23237s
150,10,6,0.97500,64,1.00000,1.00000,1.00000,1.00000,45.68337s,23,0.87912,0.87671,0.96970,0.92086,23.01727s,39,0.82684,0.82500,0.71739,0.76744,59.33010s
150,10,6,0.98500,70,1.00000,1.00000,1.00000,1.00000,47.37605s,40,0.93407,0.92857,0.98485,0.95588,27.45309s,60,0.83117,0.81176,0.75000,0.77966,74.91955s
150,10,6,0.99500,77,1.00000,1.00000,1.00000,1.00000,49.76146s,55,0.93407,0.94118,0.96970,0.95522,41.41881s,73,0.83117,0.81928,0.73913,0.77714,79.75942s
150,10,9,0.97500,63,1.00000,1.00000,1.00000,1.00000,76.73861s,24,0.87912,0.87671,0.96970,0.92086,49.25956s,38,0.82684,0.81707,0.72826,0.77011,112.27062s
150,10,9,0.98500,69,1.00000,1.00000,1.00000,1.00000,78.38475s,40,0.93407,0.92857,0.98485,0.95588,53.97827s,61,0.83117,0.81176,0.75000,0.77966,127.94252s
150,10,9,0.99500,76,1.00000,1.00000,1.00000,1.00000,78.96828s,55,0.93407,0.94118,0.96970,0.95522,66.99657s,73,0.83117,0.81928,0.73913,0.77714,131.54368s
150,10,12,0.97500,63,1.00000,1.00000,1.00000,1.00000,120.63008s,22,0.87912,0.87671,0.96970,0.92086,85.65584s,39,0.83117,0.81928,0.73913,0.77714,186.68666s
150,10,12,0.98500,70,1.00000,1.00000,1.00000,1.00000,122.08147s,39,0.93407,0.92857,0.98485,0.95588,91.18280s,61,0.83117,0.81176,0.75000,0.77966,201.52165s
